iter,winpct,boardpct
1,0.0,0.171875
2,0.0,0.1015625
5,0.16666666666666666,0.20052083333333334
9,0.0,0.16145833333333334
12,0.0,0.07552083333333333
16,0.0,0.1796875
20,0.0,0.21614583333333334
