iter,winpct,boardpct
53,0.16666666666666666,0.22395833333333334
58,0.5,0.3958333333333333
60,0.16666666666666666,0.3046875
63,0.16666666666666666,0.24739583333333334
64,0.3333333333333333,0.3385416666666667
68,0.16666666666666666,0.23697916666666666
69,0.16666666666666666,0.28125
72,0.0,0.23177083333333334
73,0.3333333333333333,0.3177083333333333
