iter,winpct,boardpct
22,0.16666666666666666,0.234375
24,0.16666666666666666,0.234375
27,0.0,0.17708333333333334
28,0.16666666666666666,0.16927083333333334
33,0.16666666666666666,0.21875
35,0.16666666666666666,0.34375
36,0.16666666666666666,0.359375
37,0.0,0.20052083333333334
40,0.0,0.2708333333333333
41,0.0,0.2552083333333333
44,0.16666666666666666,0.3151041666666667
47,0.16666666666666666,0.234375
48,0.16666666666666666,0.2708333333333333
51,0.16666666666666666,0.25
